"","x"
"ADAMDEC1",-0.503633892983373
"AIM1",-0.279552060239093
"AKAP10",-0.791579632804213
"ALDH5A1",-0.222156726373605
"ALOX5",1.17051820507003
"ALOX5AP",0.223539689838978
"ANXA1",1.03689493946511
"AP1S2",0.219636096610412
"AP3M2",-0.643814994354803
"APP",-0.420425139374247
"ARHGAP24",0.507011995302151
"ARID4B",-0.450784373224724
"ATAD2B",-0.563467119292982
"ATP2B1",-0.361505268067041
"ATP6V0E2",0.673816141983107
"ATP8A1",0.431562365722026
"AUTS2",0.272463500498787
"AVL9",-1.27687069875786
"BACE2",1.11186565276937
"BAP1",0.37415231265985
"BPTF",-0.956551207344924
"BTBD7",-0.500555043549732
"BTK",0.269216673754283
"BTN2A1",0.403416108134509
"C10orf2",-0.304754174570568
"CAPG",0.551128548731596
"CAPRIN2",-0.0474309836568325
"CBLB",-0.291514557734203
"CCNT2",-0.589466683250555
"CD19",3.06812980578795
"CD22",0.648693433622542
"CD74",0.832095567165741
"CD79B",2.70695776941038
"CDK13",-0.477456466146413
"CEP68",-0.205396310629361
"CHD1",-0.967952237963986
"CLK2",0.508485106169505
"CORO1A",1.6226968471005
"CRK",-0.58483372010595
"CSNK1G2",0.866817261275211
"CTNNBL1",0.295869615062665
"CYBB",-0.0874942256010522
"DCLRE1C",-0.085966573340148
"DDAH2",1.21501578787933
"DDX60",-0.847988993267298
"DEK",-0.0858841297313288
"DENND2D",-0.216973048138605
"DET1",-0.214817506137319
"DGKA",0.495064102241024
"DNAJB14",-1.03587564443557
"DPH5",0.0668088114868068
"DPY19L4",-0.843767547529497
"DUSP6",0.701758836599358
"EIF2B5",-0.0287768828006898
"EXT2",-0.125422029452097
"FAM192A",-0.18633167899635
"FBXL14",-0.0883081954657925
"FIP1L1",-0.441522573305565
"FRAT1",0.545636811498416
"GALT",1.15871240212337
"GGPS1",-0.387113821686007
"GIT2",-0.0847858494935115
"GOLGA8B",1.25601939666937
"GSTM4",0.0824640533457613
"HHEX",0.797756041010835
"HLA-DRB6",1.51966247520405
"IL15",0.804520568142929
"INPP5B",0.462315292682427
"INPP5D",1.07025369482954
"IQSEC1",0.0167522229463186
"JAM3",0.495529308286516
"KDM3A",-0.51826313202519
"KLF4",1.2770881639699
